"Treatment","Step","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15"
"POST",36,-319.8873274,-407.1602147,-242.3572723,-571.9631658,-1714.023257,-494.4088006,-533.1860009,-649.5174517,-1628.640788,-518.6445458,-702.8360977,-416.8544883,-1013.053418,-397.4659278,-460.4787944
"POST",37,-415.376098,-421.701678,-242.3572723,-441.0901987,-911.9176589,-319.9116111,-601.0460484,-431.3959163,-1594.710786,-518.6445458,-659.2117473,-610.7403132,-557.421729,-252.0515459,-620.4346221
"POST",38,-470.2820753,-421.701678,-218.121553,-441.0901987,-1518.271316,-450.78449,-610.7402955,-581.6574571,-1226.327825,-499.2560036,-717.377508,-508.9502021,-528.3388354,-232.6629546,-620.4346221
"POST",39,-460.7333095,-426.5487795,-198.7329617,-547.7274024,-1530.20737,-460.4788342,-547.7274201,NA,-1599.55802,-479.8673769,-751.3075671,-455.6316532,-542.8803098,-363.5359195,-596.1988763
"POST",40,-424.9249786,-489.5616726,-218.1215354,-547.7274024,-1339.229864,-421.7016295,-542.8802943,NA,-1429.907835,-499.255955,-630.128878,-441.090234,-484.7145441,-285.9815586,-581.6574394
"POST",41,-417.7632806,-533.1860009,-266.5929828,-455.6316886,-1470.526886,-407.1602058,-489.5616726,NA,-1594.710786,-499.255955,-673.7532372,-571.9631129,-697.9889609,-271.440135,-513.7974095
"POST",42,-384.3422648,-533.1860009,-266.5929828,-455.6316886,-1033.665791,-421.7016515,-586.5046027,NA,-1236.02201,-479.8673637,-678.6003607,-387.7716322,-683.4474799,-256.8987048,-513.7974095
"POST",43,-618.2897817,-538.0331112,-256.8987357,-441.090234,-1542.143495,-460.47879,-596.1988233,NA,-935.4990787,-547.7274201,-581.6574571,-397.4659234,-664.058915,-261.7458636,-499.2559992
"POST",44,-305.5640021,-538.0331112,-484.7145446,-441.090234,-1606.598415,-547.7274642,-523.4917008,NA,-571.9631482,-547.7274201,-746.4603906,-412.0074309,-824.0147206,-344.1473348,-654.3646061
"POST",45,-532.3498123,-402.3131044,-484.7145446,-479.867399,-1398.910313,-484.7145623,-547.7273892,NA,-1046.983419,-518.6445817,-654.3646238,-412.0073603,-906.4161785,-324.7587523,-654.3646061
"POST",46,-646.9363793,-441.090234,-378.0773453,-479.867399,-1090.959057,NA,-518.6445817,NA,-654.3646061,-518.6445817,-925.804761,-523.4917273,-567.1160202,-344.1473039,-576.8103115
"POST",47,-751.9740327,-441.090234,-378.0773453,-334.452995,-1267.613326,NA,-460.4788165,NA,-794.9318115,-431.3959207,-838.5561751,-576.8103291,-547.7274201,-455.6316532,-494.4088535
"POST",48,-606.3536391,NA,-339.3001759,NA,-1656.730027,NA,-504.1031448,NA,-843.4033207,-499.2559462,-833.7089594,-649.5174075,-673.7532239,-232.6629634,NA
"POST",49,NA,NA,-247.2044356,NA,-1537.369059,NA,-508.9502728,NA,NA,-499.2559462,-857.9447223,-601.0459866,-644.6703325,-494.4088182,NA
